Symbol,Timeframe,DateTime,Open,High,Low,Close,Volume,TickVolume,Spread,LWMA_15,LWMA_60,LWMA_200,STOCH_K,STOCH_D
DE40,H1,14/01/2025 20:00,20259.3,20297.3,20258.3,20288.8,0,1708,80,20267.77667,20223.58306,20234.44274,51.59033079,33.4605598
DE40,H1,14/01/2025 21:00,20288.3,20296.8,20241.8,20245.8,0,2015,80,20265.56833,20223.97601,20235.19241,24.23664122,36.32315522
DE40,H1,14/01/2025 22:00,20246.3,20269.8,20222.8,20266.3,0,3475,80,20265.9075,20225.08885,20236.12596,37.27735369,37.7014419
DE40,H1,14/01/2025 23:00,20264.7,20306.1,20260.8,20300.2,0,3104,400,20270.33167,20227.34863,20237.37804,56.48957633,39.33452375
DE40,H1,15/01/2025 1:00,20289.5,20293,20269.2,20278,0,960,400,20271.5,20228.87536,20238.38909,38.84588318,44.20427107
DE40,H1,15/01/2025 2:00,20278.2,20292.1,20271.6,20286.6,0,436,200,20273.25333,20230.7029,20239.46542,44.89795918,46.7444729
DE40,H1,15/01/2025 3:00,20288.6,20305.6,20285.1,20301.6,0,243,200,20276.675,20233.04869,20240.67072,55.4539057,46.39924935
DE40,H1,15/01/2025 4:00,20301.1,20302.6,20284.1,20286.1,0,196,200,20277.825,20234.90399,20241.70295,44.5460943,48.29931973
DE40,H1,15/01/2025 5:00,20285.6,20286.1,20271.1,20271.6,0,142,200,20277.30333,20236.31989,20242.57247,34.34201267,44.78067089
DE40,H1,15/01/2025 6:00,20271.1,20282.6,20268.1,20282.6,0,117,200,20278.31417,20238.16224,20243.53474,66.00441501,48.29750733
DE40,H1,15/01/2025 7:00,20281.1,20281.1,20266.1,20268.6,0,193,200,20277.69417,20239.60699,20244.34071,54.9819928,51.77614016
DE40,H1,15/01/2025 8:00,20268.1,20287.1,20268.1,20283.1,0,232,200,20279.13083,20241.55087,20245.27335,72.38895558,64.45845446
DE40,H1,15/01/2025 9:00,20281.1,20313.8,20278.6,20313.8,0,914,50,20284.07833,20244.51902,20246.49041,100,75.79031613
DE40,H1,15/01/2025 10:00,20313.8,20356.3,20286.8,20341.3,0,3164,50,20292.03083,20248.3523,20247.96088,88.76404494,87.05100018
DE40,H1,15/01/2025 11:00,20340.3,20379.8,20337.8,20366.7,0,2116,50,20302.25,20252.94869,20249.66287,91.65605096,93.4733653
DE40,H1,15/01/2025 12:00,20367.2,20404.2,20345.2,20398.2,0,1876,50,20315.51583,20258.52656,20251.65707,96.6923925,92.37082947
DE40,H1,15/01/2025 13:00,20399.2,20459.7,20396.7,20449.7,0,1933,50,20334.3075,20265.74273,20254.14227,94.97234791,94.44026379
DE40,H1,15/01/2025 14:00,20449.2,20470.7,20439.7,20448,0,1783,50,20351.1875,20272.80951,20256.58748,88.90518084,93.52330709
DE40,H1,15/01/2025 15:00,20447.5,20616,20428,20604,0,5486,50,20386.05333,20284.88246,20260.56185,96.5704487,93.48265915
DE40,H1,15/01/2025 16:00,20603.5,20615,20541,20594,0,4700,50,20417.1375,20296.42016,20264.40367,93.71248928,93.06270627
DE40,H1,15/01/2025 17:00,20594.5,20617.5,20573,20604,0,3402,50,20446.83833,20308.09301,20268.3117,96.15822425,95.48038741
DE40,H1,15/01/2025 18:00,20603,20632.5,20582.8,20593.3,0,4095,50,20472.55667,20319.19661,20272.07943,89.30131004,93.05734119
DE40,H1,15/01/2025 19:00,20592.8,20615.8,20588.8,20601.8,0,2363,80,20496.90667,20330.36962,20275.90013,91.62117904,92.36023778
DE40,H1,15/01/2025 20:00,20602.3,20625.8,20601.8,20620.3,0,1296,80,20520.93833,20341.92158,20279.87318,96.67030568,92.53093159
DE40,H1,15/01/2025 21:00,20619.8,20624.3,20605.3,20612.8,0,1198,80,20541.12667,20352.99268,20283.73823,94.59385291,94.29511254
DE40,H1,15/01/2025 22:00,20613.3,20627.8,20612.3,20621.3,0,1180,80,20559.62583,20364.10858,20287.65673,96.8352642,96.03314093
DE40,H1,15/01/2025 23:00,20620.8,20627.9,20602.3,20615.4,0,1949,80,20574.44833,20374.78869,20291.48504,95.05351461,95.49421057
DE40,H1,16/01/2025 1:00,20624.1,20649.1,20624.1,20648.2,0,926,400,20590.60167,20386.29689,20295.60889,99.71088982,97.19988954
DE40,H1,16/01/2025 2:00,20649.1,20658.1,20630.1,20639.1,0,581,200,20602.83083,20397.19448,20299.60965,93.92777245,96.23072563
DE40,H1,16/01/2025 3:00,20639.6,20640.1,20603.1,20604.1,0,337,200,20608.20333,20406.62525,20303.22976,79.34200459,90.99355562
DE40,H1,16/01/2025 4:00,20604.6,20607.1,20591.6,20599.6,0,421,200,20611.035,20415.6165,20306.77437,74.57627119,82.61534941
DE40,H1,16/01/2025 5:00,20598.1,20613.1,20591.1,20596.1,0,285,200,20611.75083,20424.20459,20310.25358,73.05519339,75.65782306
DE40,H1,16/01/2025 6:00,20595.6,20608.6,20595.1,20603.6,0,160,200,20612.18417,20432.77831,20313.77786,53.45858241,67.03001566
DE40,H1,16/01/2025 7:00,20603.1,20605.1,20581.6,20583.1,0,297,200,20608.75833,20440.40049,20317.06442,11.86839013,46.12738864
DE40,H1,16/01/2025 8:00,20583.6,20629.6,20582.1,20617.6,0,1034,200,20609.81917,20448.91568,20320.66369,47.05882353,37.46193202
DE40,H1,16/01/2025 9:00,20619.6,20704.4,20613.1,20701.4,0,1898,50,20621.15833,20459.93126,20325.06248,97.55700326,52.16140564
DE40,H1,16/01/2025 10:00,20701.4,20701.4,20586.9,20586.9,0,4727,50,20617.37333,20466.87344,20328.28476,4.315960912,49.64392923
DE40,H1,16/01/2025 11:00,20587.4,20618.9,20583.4,20587.4,0,3011,50,20613.70417,20473.60481,20331.48065,4.723127036,35.5320304
DE40,H1,16/01/2025 12:00,20587.9,20618.4,20576.4,20594.4,0,1873,50,20611.03,20480.34202,20334.71242,14.0625,7.700529316
DE40,H1,16/01/2025 13:00,20595.4,20633.9,20584.4,20627.4,0,1567,50,20612.69667,20487.93372,20338.23926,39.84375,19.54312568
DE40,H1,16/01/2025 14:00,20627.9,20651.4,20611.4,20635.4,0,1566,50,20615.24167,20495.55503,20341.8097,46.09375,33.33333333
DE40,H1,16/01/2025 15:00,20635.9,20655.9,20624.4,20634.4,0,1897,50,20617.54417,20502.91852,20345.33361,45.3125,43.75
DE40,H1,16/01/2025 16:00,20633.9,20663.4,20599.9,20604.4,0,2922,50,20615.93833,20509.08421,20348.52265,21.875,37.76041667
DE40,H1,16/01/2025 17:00,20603.4,20616.4,20581.4,20603.4,0,4595,50,20614.5725,20515.01361,20351.66677,21.09375,29.42708333
DE40,H1,16/01/2025 18:00,20602.9,20667,20597.9,20661.5,0,4260,50,20620.76667,20522.63923,20355.35424,66.484375,36.484375
DE40,H1,16/01/2025 19:00,20660.5,20663.5,20641.5,20644.5,0,2229,80,20624.3575,20529.47279,20358.83514,53.203125,46.92708333
DE40,H1,16/01/2025 20:00,20645,20659.5,20620,20627,0,1615,80,20625.38667,20535.50579,20362.10525,39.53125,53.07291667
DE40,H1,16/01/2025 21:00,20626.5,20650.1,20617.5,20647.1,0,1527,80,20628.67083,20541.98852,20365.54052,55.234375,49.32291667
DE40,H1,16/01/2025 22:00,20646.6,20654.6,20631.6,20642.6,0,1376,80,20631.03,20548.10563,20368.89584,51.71875,48.828125
DE40,H1,16/01/2025 23:00,20641,20643.6,20599.9,20620.8,0,3496,400,20630.16833,20553.28934,20371.99972,35.52,47.49104167
DE40,H1,17/01/2025 1:00,20634.7,20642.4,20622.3,20640.6,0,1243,400,20631.755,20558.90279,20375.26741,70.86092715,52.69989238
DE40,H1,17/01/2025 2:00,20639.9,20644.9,20629,20637.5,0,582,200,20633.46083,20564.2076,20378.47068,67.4392936,57.94007358
DE40,H1,17/01/2025 3:00,20638.5,20654.5,20635.5,20653,0,304,200,20636.6825,20569.81514,20381.79582,83.64485981,73.98169352
DE40,H1,17/01/2025 4:00,20654,20672,20645.5,20648.5,0,418,200,20638.795,20575.08388,20385.04335,74.06181015,75.04865452
DE40,H1,17/01/2025 5:00,20648,20667,20645,20666,0,270,200,20642.64417,20580.73077,20388.43133,93.37748344,83.6947178
DE40,H1,17/01/2025 6:00,20667,20677.5,20663,20666,0,292,200,20646.17167,20586.17596,20391.78492,88.03329865,85.15753075
DE40,H1,17/01/2025 7:00,20665.5,20673.5,20650.5,20664.5,0,345,200,20649.25667,20591.37082,20395.09006,86.47242456,89.29440222
DE40,H1,17/01/2025 8:00,20664,20670,20652,20663,0,416,200,20651.90333,20596.28667,20398.34602,81.7839196,85.42988093
